S,R,LB,radius,weight,Group,ReasonId,Timestamp,ProjectId
L11002602,L11024263,L11032745,2,800,1,12,2019-07-18 17:59:42.923,0
L11002602,L11004374,L11032745,2,200,1,7,2019-07-18 17:12:13.933,0
L11002602,L11012699,L11032745,2,300,1,7,2019-07-18 17:20:57.013,0
L11002602,L11015142,L11032745,2,200,1,3,2019-07-18 17:02:38.007,0
L11002602,L11007881,L11032745,2,200,1,3,2019-07-18 17:09:04.013,0
L11002602,L11003845,L11032745,2,200,1,12,2019-07-18 17:25:22.913,0
L11002602,L11004293,L11032745,2,300,1,7,2019-07-18 16:57:22.947,0
L70018928,L11034007,L11032745,3,100,1,1,2019-07-10 09:49:30.147,0
L70018928,L70018144,L11032745,3,100,1,1,2019-07-10 09:50:37.150,0
L11002476,L11006195,L11032745,2,200,1,7,2019-07-24 16:08:31.590,0
L11025302,L11034564,L11032745,3,300,1,6,2019-07-10 11:24:16.973,0
L11015412,L11026913,L11032745,2,100,1,10,2019-07-28 19:56:44.203,0
L11015412,L11003851,L11032745,2,1000,1,7,2019-07-26 17:23:50.000,0
L11015412,L11012824,L11032745,3,100,1,3,2019-07-26 18:12:53.490,0
L11015412,L11002428,L11032745,3,100,1,9,2019-07-26 18:21:09.023,0
L11015412,L11032100,L11032745,3,100,1,1,2019-07-28 19:54:23.740,0
L70008999,L11035206,L11032745,2,10,1,1,2019-07-11 14:11:47.290,0
L70008999,L41004275,L11032745,2,50,1,1,2019-07-11 14:20:37.170,0
L70008999,L11013353,L11032745,2,50,1,1,2019-07-11 14:22:31.227,0
L70008999,L11032552,L11032745,3,10,1,1,2019-07-11 14:07:54.247,0
L70008999,L41001857,L11032745,3,50,1,1,2019-07-11 14:15:47.267,0
L11013353,L11018321,L11032745,2,1,1,10,2019-07-11 13:51:30.190,0
L11013353,L70008999,L11032745,2,1,1,5,2019-07-11 13:53:01.183,0
L11013353,L11008306,L11032745,3,1,1,8,2019-07-11 13:55:58.277,0
L11006045,L11006246,L11032745,3,300,1,8,2019-07-24 14:51:54.647,0
L11028695,L11002397,L11032745,2,100,1,12,2019-07-11 22:20:42.850,0
L11028695,L11024263,L11032745,2,100,1,1,2019-07-11 21:59:12.943,0
L11028695,L11030180,L11032745,2,500,1,1,2019-07-11 21:50:10.943,0
L11028695,L11031747,L11032745,2,100,1,1,2019-07-11 22:08:18.863,0
L11028695,L11012993,L11032745,2,100,1,1,2019-07-11 21:55:19.887,0
L11028695,L11026913,L11032745,2,100,1,1,2019-07-11 21:56:42.890,0
L11028695,L11032590,L11032745,2,100,1,9,2019-07-11 22:09:50.883,0
L11028695,L11001855,L11032745,2,250,1,2,2019-07-23 13:47:40.377,0
L11028695,L11015412,L11032745,2,100,1,1,2019-07-11 22:04:39.870,0
L11028695,L11020097,L11032745,2,100,1,9,2019-07-21 17:21:21.657,0
L11028695,L11030405,L11032745,2,200,1,2,2019-07-21 17:23:41.690,0
L11028695,L70000698,L11032745,2,100,1,1,2019-07-11 21:52:40.873,0
L11028695,L11032885,L11032745,2,100,1,1,2019-07-11 21:53:44.877,0
L11028695,L11003851,L11032745,2,100,1,7,2019-07-11 22:03:01.887,0
L11028695,L11033050,L11032745,2,500,1,2,2019-07-11 22:24:45.860,0
L11028695,L11027652,L11032745,2,200,1,10,2019-07-21 17:16:04.673,0
L11028695,L11033434,L11032745,2,200,1,9,2019-07-21 17:18:01.140,0
L11027652,L11002397,L11032745,2,100,1,10,2019-07-13 18:16:37.900,0
L11027652,L11032101,L11032745,2,150,1,10,2019-07-13 18:14:24.910,0
L11027652,L11003851,L11032745,2,150,1,8,2019-07-20 10:23:37.057,0
L11027652,L11003849,L11032745,3,100,1,10,2019-07-13 17:53:01.920,0
L11027652,L11003834,L11032745,3,100,1,10,2019-07-13 17:54:20.920,0
L11027652,L11027072,L11032745,3,100,1,10,2019-07-17 18:48:33.907,0
L11027652,L11032427,L11032745,3,100,1,10,2019-07-20 10:07:45.510,0
L11027652,L11023182,L11032745,3,100,1,10,2019-07-20 10:14:48.557,0
L11025591,L11004307,L11032745,2,100,1,12,2019-07-15 16:43:29.720,0
L11025591,L11012699,L11032745,2,100,1,12,2019-07-15 16:32:10.727,0
L11027894,L11019751,L11032745,2,20,1,1,2019-07-30 15:35:23.810,0
L11027894,L11013353,L11032745,2,10,1,1,2019-07-30 15:30:56.820,0
L11027894,L11002698,L11032745,2,10,1,1,2019-07-30 15:33:41.813,0
L11027894,L11029587,L11032745,2,20,1,1,2019-07-30 15:34:27.817,0
L11027894,L41001411,L11032745,2,40,1,1,2019-07-30 15:34:48.813,0
L11005837,L11004307,L11032745,2,100,1,3,2019-07-13 11:19:45.167,0
L11005837,L11008306,L11032745,3,300,1,9,2019-07-13 11:06:51.097,0
L11005837,L11006151,L11032745,3,300,1,1,2019-07-13 11:27:30.077,0
L11005837,L11004416,L11032745,3,100,1,3,2019-07-13 10:42:22.107,0
L11005837,L11002878,L11032745,3,100,1,1,2019-07-15 20:04:59.643,0
L11005837,L11006028,L11032745,3,100,1,1,2019-07-13 10:40:08.097,0
L11005837,L11006121,L11032745,3,100,1,10,2019-07-13 10:28:58.133,0
L11005837,L11006013,L11032745,3,100,1,10,2019-07-13 10:32:25.190,0
L11005837,L11006012,L11032745,3,100,1,4,2019-07-13 10:34:24.180,0
L11005837,L11006044,L11032745,3,500,1,10,2019-07-13 10:37:15.210,0
L11005837,L11006153,L11032745,3,100,1,1,2019-07-13 10:46:20.187,0
L11005837,L11006141,L11032745,3,100,1,1,2019-07-13 10:49:04.197,0
L11005837,L11006046,L11032745,3,500,1,10,2019-07-13 10:51:19.157,0
L11005837,L11035060,L11032745,3,190,1,1,2019-07-13 10:54:45.187,0
L11005837,L11005846,L11032745,3,200,1,10,2019-07-13 11:02:32.093,0
L11005837,L11005413,L11032745,3,100,1,1,2019-07-13 11:10:42.160,0
L11005837,L11027936,L11032745,3,200,1,1,2019-07-13 11:13:54.167,0
L11005837,L11012824,L11032745,3,100,1,3,2019-07-13 11:16:48.200,0
L11005837,L11009953,L11032745,3,300,1,10,2019-07-13 11:23:58.160,0
L11005837,L11034775,L11032745,3,200,1,1,2019-07-15 10:37:41.987,0
L11005837,L11005812,L11032745,3,100,1,1,2019-07-15 10:41:57.023,0
L11005837,L11004404,L11032745,3,100,1,1,2019-07-15 20:08:30.650,0
L11025053,L11018321,L11032745,2,100,1,8,2019-07-11 15:03:41.217,0
L11025053,L11013353,L11032745,2,100,1,8,2019-07-11 15:06:16.243,0
L11025053,L11001841,L11032745,3,100,1,1,2019-07-24 15:32:25.623,0
L11000011,L11004785,L11032745,2,100,1,3,2019-07-11 19:01:26.087,0
L11000011,L11030180,L11032745,2,100,1,3,2019-07-11 18:23:04.003,0
L11000011,L11004784,L11032745,2,100,1,3,2019-07-11 18:42:57.043,0
L11000011,L11012824,L11032745,3,100,1,3,2019-07-11 18:40:58.997,0
L11000011,L11025375,L11032745,3,100,1,7,2019-07-12 14:49:42.960,0
L11000011,L11017285,L11032745,3,100,1,4,2019-07-15 13:38:49.910,0
L11000011,L11005724,L11032745,3,100,1,8,2019-07-26 16:13:49.043,0
L11000011,L11028500,L11032745,3,100,1,8,2019-07-26 16:34:42.470,0
L11000011,L11000024,L11032745,3,1000,1,7,2019-07-26 16:46:44.477,0
L11032101,L11030180,L11032745,2,100,1,1,2019-07-15 13:13:06.857,0
L11032101,L11033050,L11032745,2,500,1,3,2019-07-15 13:16:13.853,0
L11032101,L11033037,L11032745,3,150,1,7,2019-07-15 13:11:37.873,0
L11005972,L11004374,L11032745,2,200,1,12,2019-07-15 22:14:07.500,0
L11005972,L11000072,L11032745,2,200,1,12,2019-07-15 22:18:14.533,0
L11005972,L11014595,L11032745,2,400,1,12,2019-07-23 17:10:54.657,0
L11005972,L11004106,L11032745,2,200,1,12,2019-07-15 22:05:52.493,0
L11005972,L11002361,L11032745,2,200,1,12,2019-07-15 22:11:23.580,0
L11005972,L11033050,L11032745,2,800,1,12,2019-07-15 22:32:30.567,0
L11005972,L11003235,L11032745,2,500,1,12,2019-07-15 22:17:15.530,0
L11005972,L41001411,L11032745,2,200,1,12,2019-07-15 22:31:15.567,0
L11005972,L11000047,L11032745,3,200,1,12,2019-07-26 18:57:10.900,0
L11005972,L11006187,L11032745,3,400,1,12,2019-07-15 22:42:48.500,0
L11005972,L11002878,L11032745,3,200,1,12,2019-07-15 22:16:19.500,0
L11005972,L11003822,L11032745,3,500,1,12,2019-07-15 22:26:25.557,0
L11005972,L11022488,L11032745,3,200,1,12,2019-07-15 22:25:21.487,0
L11005972,L11002417,L11032745,3,200,1,12,2019-07-15 22:23:59.497,0
L11005972,L11000048,L11032745,3,300,1,12,2019-07-26 18:55:18.900,0
L11005972,L11005920,L11032745,3,600,1,12,2019-07-15 22:29:44.563,0
L11005972,L11023188,L11032745,3,500,1,12,2019-07-15 22:45:19.510,0
L11005972,L11028597,L11032745,3,200,1,12,2019-07-15 22:44:26.480,0
L11005972,L11032509,L11032745,3,200,1,12,2019-07-15 22:33:52.490,0
L11005972,L11000071,L11032745,3,600,1,12,2019-07-15 22:46:00.523,0
L11005972,L11002492,L11032745,3,200,1,12,2019-07-15 22:15:06.510,0
L11005972,L11002491,L11032745,3,200,1,12,2019-07-15 22:19:16.567,0
L11005972,L11030827,L11032745,3,200,1,12,2019-07-15 22:20:23.560,0
L11005972,L11003863,L11032745,3,200,1,12,2019-07-15 22:21:25.577,0
L11005972,L15541721,L11032745,3,200,1,12,2019-07-15 22:27:17.613,0
L11005972,L15542065,L11032745,3,200,1,12,2019-07-15 22:28:37.567,0
L11005972,L50426466,L11032745,3,200,1,12,2019-07-15 22:34:41.487,0
L11005972,L11025739,L11032745,3,300,1,12,2019-07-15 22:36:26.560,0
L11005972,L11006307,L11032745,3,200,1,12,2019-07-15 22:37:32.560,0
L11005972,L11003099,L11032745,3,600,1,12,2019-07-15 22:38:20.550,0
L11005972,L11002416,L11032745,3,200,1,12,2019-07-15 22:39:22.577,0
L11005972,L11002412,L11032745,3,300,1,12,2019-07-15 22:40:04.590,0
L11005972,L11005443,L11032745,3,300,1,12,2019-07-15 22:41:01.560,0
L11001844,L11013010,L11032745,3,500,1,7,2019-07-24 16:33:37.120,0
L11001844,L11000861,L11032745,3,200,1,8,2019-07-24 16:40:54.577,0
L11001844,L11000863,L11032745,4,500,1,1,2019-07-24 16:35:17.133,0
L11001844,L11004882,L11032745,4,500,1,8,2019-07-24 16:36:15.150,0
L11001844,L11014930,L11032745,4,110,1,4,2019-07-24 16:09:56.140,0
L11001844,L11001907,L11032745,4,100,1,8,2019-07-24 16:08:46.610,0
L11001844,L11012841,L11032745,4,500,1,1,2019-07-30 13:11:31.387,0
L11001844,L11006198,L11032745,4,200,1,8,2019-07-24 16:39:23.587,0
L11001844,L11006194,L11032745,4,500,1,8,2019-07-24 16:37:13.167,0
L11006187,L11013010,L11032745,3,500,1,1,2019-07-28 12:56:57.480,0
L11006187,L11002416,L11032745,3,100,1,1,2019-07-24 16:14:20.603,0
L11006187,L11002412,L11032745,3,500,1,1,2019-07-24 16:12:47.167,0
L11006187,L11005443,L11032745,3,500,1,3,2019-07-24 16:15:49.617,0
L11006187,L11001900,L11032745,3,500,1,1,2019-07-28 12:51:43.033,0
L11006187,L11014930,L11032745,4,100,1,8,2019-07-24 16:08:52.577,0
L11006187,L11000724,L11032745,4,500,1,1,2019-07-28 12:50:29.023,0
L11006187,L11002345,L11032745,4,100,1,1,2019-07-24 16:18:19.640,0
L11006187,L11001521,L11032745,4,100,1,1,2019-07-24 16:17:26.597,0
L11006187,L11000240,L11032745,4,100,1,1,2019-07-24 16:18:51.153,0
L11006187,L11001990,L11032745,4,100,1,1,2019-07-24 16:10:17.163,0
L11006187,L11006210,L11032745,4,500,1,1,2019-07-28 12:48:47.023,0
L11015548,L11001860,L11032745,4,100,1,8,2019-07-25 06:38:30.570,0
L11000996,L11000863,L11032745,4,1800,1,12,2019-07-24 16:09:08.600,0
L11006246,L11006012,L11032745,3,100,1,4,2019-07-24 08:21:04.427,0
L11006246,L11006105,L11032745,4,200,1,6,2019-07-25 16:49:51.793,0
L11000861,L11015548,L11032745,3,300,1,1,2019-07-24 16:50:09.580,0
L11000861,L11001844,L11032745,3,300,1,1,2019-07-24 16:24:26.610,0
L11000861,L11001900,L11032745,3,500,1,8,2019-07-24 16:19:50.123,0
L11000861,L11012841,L11032745,4,500,1,1,2019-07-24 16:18:01.583,0
L11000861,L11000724,L11032745,4,500,1,8,2019-07-24 16:22:36.153,0
L11000861,L11002231,L11032745,4,200,1,1,2019-07-24 16:42:30.123,0
L11000243,L11002412,L11032745,3,200,1,3,2019-07-24 16:21:35.120,0
L11000243,L11000863,L11032745,4,200,1,4,2019-07-24 16:20:07.127,0
L11000243,L11012841,L11032745,4,200,1,4,2019-07-24 15:36:38.610,0
L11000243,L11000724,L11032745,4,200,1,7,2019-07-24 16:15:38.620,0
L11000243,L11002072,L11032745,4,200,1,5,2019-07-24 16:12:41.127,0
L11000243,L11006198,L11032745,4,200,1,7,2019-07-24 16:18:46.137,0
L11004897,L11023188,L11032745,3,200,1,1,2019-07-21 22:16:06.930,0
L11004897,L11028597,L11032745,3,200,1,8,2019-07-21 22:22:13.480,0
L11004897,L11000073,L11032745,4,200,1,7,2019-07-21 22:17:58.927,0
L11019308,L11019307,L11032745,4,50,1,1,2019-07-17 17:03:07.887,0
L11019308,L11015009,L11032745,4,20,1,2,2019-07-17 17:17:47.870,0
L11003691,L11001853,L11032745,3,100,1,10,2019-07-23 14:10:53.993,0
L11003691,L11001780,L11032745,4,100,1,1,2019-07-23 14:23:03.897,0
L11029110,L11001500,L11032745,3,100,1,8,2019-07-17 09:13:55.227,0
L11029110,L11006187,L11032745,3,200,1,1,2019-07-25 04:54:56.090,0
L11029110,L11001860,L11032745,4,300,1,8,2019-07-17 07:08:15.343,0
L11029110,L11000863,L11032745,4,200,1,1,2019-07-17 09:04:53.260,0
L11029110,L11004882,L11032745,4,200,1,1,2019-07-17 09:05:52.260,0
L11029110,L11014930,L11032745,4,200,1,1,2019-07-17 09:09:34.230,0
L11029110,L11001907,L11032745,4,100,1,8,2019-07-17 09:15:01.180,0
L11029110,L11012841,L11032745,4,200,1,1,2019-07-25 04:59:45.633,0
L11029110,L11000724,L11032745,4,100,1,8,2019-07-26 06:35:51.737,0
L11008306,L11006151,L11032745,3,100,1,4,2019-07-11 14:15:37.243,0
L11008306,L11004416,L11032745,3,100,1,7,2019-07-22 10:24:24.450,0
L11008306,L11006246,L11032745,3,500,1,3,2019-07-22 10:27:29.980,0
L11008306,L11002878,L11032745,3,100,1,8,2019-07-23 10:17:26.513,0
L11008306,L11006028,L11032745,3,100,1,7,2019-07-23 10:22:13.530,0
L11008306,L11000815,L11032745,4,100,1,3,2019-07-23 10:16:30.510,0
L11008306,L11002720,L11032745,4,100,1,8,2019-07-23 10:19:51.057,0
L11015411,L11000047,L11032745,3,200,1,7,2019-07-29 19:24:21.290,0
L11015411,L11027547,L11032745,4,500,1,7,2019-07-29 17:02:41.907,0
L11015411,L11029798,L11032745,4,500,1,1,2019-07-29 17:05:11.897,0
L11015411,L11034947,L11032745,4,200,1,7,2019-07-29 19:23:25.273,0
L11004416,L11008306,L11032745,3,100,1,9,2019-07-22 13:46:09.870,0
L11004416,L11006044,L11032745,3,100,1,1,2019-07-21 10:44:24.907,0
L11004416,L11005846,L11032745,3,100,1,3,2019-07-21 10:16:32.370,0
L11004416,L11008167,L11032745,3,100,1,9,2019-07-21 10:24:21.353,0
L11006028,L11006044,L11032745,3,100,1,11,2019-07-15 09:01:48.110,0
L11006121,L11034775,L11032745,3,200,1,9,2019-07-18 20:44:56.877,0
L11006013,L11006028,L11032745,3,200,1,3,2019-07-26 12:02:51.503,0
L11006013,L11006044,L11032745,3,100,1,4,2019-07-27 07:44:06.890,0
L11006013,L11006141,L11032745,3,100,1,11,2019-07-27 09:23:57.830,0
L11006013,L11006046,L11032745,3,100,1,7,2019-07-26 12:00:51.500,0
L11006013,L11004472,L11032745,4,200,1,1,2019-07-27 09:29:24.830,0
L11001841,L11001500,L11032745,3,100,1,3,2019-07-27 12:48:34.267,0
L11001841,L11001844,L11032745,3,200,1,5,2019-07-25 09:07:18.553,0
L11003849,L11022335,L11032745,4,500,1,1,2019-07-15 13:18:33.937,0
L11006325,L41001638,L11032745,4,200,1,1,2019-07-23 16:44:20.700,0
L11006325,L11013729,L11032745,4,200,1,1,2019-07-23 16:52:29.157,0
L11015877,L11029234,L11032745,3,100,1,12,2019-07-11 10:45:05.300,0
L11015877,L11024188,L11032745,4,100,1,12,2019-07-11 10:44:28.307,0
L11004859,L11006246,L11032745,3,650,1,1,2019-07-14 14:18:26.043,0
L11004859,L11017923,L11032745,4,150,1,3,2019-07-14 14:10:32.053,0
L11004859,L11017045,L11032745,4,300,1,1,2019-07-14 14:11:38.063,0
L11004859,L11008589,L11032745,4,800,1,7,2019-07-14 14:08:51.067,0
L11000047,L11000045,L11032745,4,100,1,7,2019-07-10 14:10:56.133,0
L11003822,L11022488,L11032745,3,500,1,8,2019-07-12 08:54:36.560,0
L11003822,L11002417,L11032745,3,500,1,1,2019-07-11 14:19:23.163,0
L11003822,L11003102,L11032745,4,500,1,3,2019-07-12 08:52:38.480,0
L11003822,L11000067,L11032745,4,500,1,7,2019-07-12 08:57:21.487,0
L11003822,L11017523,L11032745,4,500,1,8,2019-07-12 10:28:35.130,0
L11022488,L11003822,L11032745,3,500,1,1,2019-07-17 09:10:42.263,0
L11022488,L11003102,L11032745,4,200,1,3,2019-07-17 09:11:40.173,0
L11022488,L11017523,L11032745,4,200,1,1,2019-07-11 14:47:17.167,0
L11023188,L11004897,L11032745,3,200,1,7,2019-07-15 20:12:47.577,0
L11023188,L11003822,L11032745,3,200,1,1,2019-07-19 01:24:17.617,0
L11023188,L11022488,L11032745,3,100,1,1,2019-07-19 01:04:03.633,0
L11023188,L11028597,L11032745,3,200,1,7,2019-07-15 20:14:18.570,0
L11023188,L11032509,L11032745,3,200,1,7,2019-07-19 01:06:58.630,0
L11023188,L11000071,L11032745,3,200,1,3,2019-07-19 01:16:01.623,0
L11023188,L11000073,L11032745,4,200,1,7,2019-07-15 20:13:28.570,0
L11023188,L11002320,L11032745,4,100,1,7,2019-07-19 01:06:17.620,0
L11023188,L11017091,L11032745,4,200,1,1,2019-07-19 01:22:23.610,0
L11002492,L11005414,L11032745,3,100,1,12,2019-07-25 12:21:35.993,0
L11002492,L11030329,L11032745,4,100,1,12,2019-07-25 12:24:39.970,0
L11002491,L11018850,L11032745,4,100,1,7,2019-07-17 17:20:17.960,0
L11003099,L11000048,L11032745,3,200,1,3,2019-07-25 16:57:06.793,0
L11003099,L11006307,L11032745,3,500,1,7,2019-07-25 16:45:24.243,0
L11003099,L11003102,L11032745,4,300,1,1,2019-07-25 16:52:15.793,0
L11003099,L11001780,L11032745,4,500,1,5,2019-07-25 16:44:05.263,0
L11002416,L11013010,L11032745,3,200,1,8,2019-07-25 17:39:37.207,0
L11002412,L11002345,L11032745,4,200,1,7,2019-07-24 16:05:29.583,0
L11005443,L11006187,L11032745,3,500,1,7,2019-07-24 16:21:14.160,0
L11005443,L11001844,L11032745,3,100,1,4,2019-07-24 16:12:10.150,0
L11005443,L11004919,L11032745,3,100,1,3,2019-07-24 16:13:23.157,0
L11005443,L11004882,L11032745,4,99,1,5,2019-07-24 16:07:31.587,0
L11005443,L11014930,L11032745,4,100,1,12,2019-07-24 16:11:13.137,0
L11005443,L11001907,L11032745,4,100,1,5,2019-07-24 16:09:23.587,0
L11005443,L11001521,L11032745,4,100,1,7,2019-07-24 16:16:01.583,0
L11005443,L11000240,L11032745,4,100,1,7,2019-07-24 16:16:49.593,0
L11005443,L11006194,L11032745,4,100,1,5,2019-07-24 16:18:31.593,0
L11001900,L11006187,L11032745,3,500,1,2,2019-07-24 16:33:06.133,0
L11001900,L11001841,L11032745,3,200,1,8,2019-07-25 20:30:35.647,0
L11001900,L11014930,L11032745,4,500,1,2,2019-07-24 16:23:24.577,0
L11001900,L11006210,L11032745,4,500,1,1,2019-07-24 16:26:10.137,0
L11008167,L11004416,L11032745,3,100,1,5,2019-07-20 15:20:56.340,0
L11008167,L11006246,L11032745,3,200,1,3,2019-07-20 15:23:29.860,0
L11008167,L11006028,L11032745,3,100,1,3,2019-07-17 12:12:52.203,0
L11008167,L11006121,L11032745,3,100,1,5,2019-07-18 09:30:47.323,0
L11008167,L11005724,L11032745,3,100,1,1,2019-07-18 19:38:46.900,0
L11008167,L11000815,L11032745,4,200,1,2,2019-07-19 18:11:44.827,0
L11008167,L11012480,L11032745,4,200,1,9,2019-07-17 12:11:56.120,0
L11008167,L11005806,L11032745,4,100,1,4,2019-07-18 09:28:22.203,0
L11008167,L11005845,L11032745,4,100,1,1,2019-07-18 09:29:37.277,0
L11008167,L11010029,L11032745,4,200,1,7,2019-07-18 19:38:04.913,0
L11005414,L11002492,L11032745,3,100,1,11,2019-07-25 12:31:48.420,0
L11004919,L11006246,L11032745,3,150,1,1,2019-07-30 15:24:26.277,0
L11004919,L11006121,L11032745,3,200,1,9,2019-07-30 15:14:53.280,0
L11004919,L11005443,L11032745,3,100,1,7,2019-07-23 16:52:39.123,0
L11004919,L11004898,L11032745,3,300,1,6,2019-07-30 14:43:58.850,0
L11004919,L11004846,L11032745,4,300,1,10,2019-07-30 14:53:14.833,0
L11004919,L11004885,L11032745,4,300,1,7,2019-07-30 14:52:02.860,0
L11004919,L11004842,L11032745,4,200,1,3,2019-07-30 14:50:39.830,0
L11004919,L11004820,L11032745,4,500,1,7,2019-07-30 14:48:36.307,0
L11004919,L11004795,L11032745,4,300,1,8,2019-07-30 14:47:25.300,0
L11004919,L11004808,L11032745,4,300,1,11,2019-07-30 14:54:13.830,0
L11004919,L11004804,L11032745,4,200,1,1,2019-07-30 14:57:24.290,0
L11004919,L11004911,L11032745,4,300,1,4,2019-07-30 14:58:44.297,0
L11004919,L11004888,L11032745,4,100,1,10,2019-07-30 15:00:10.300,0
L11004919,L11004869,L11032745,4,100,1,10,2019-07-30 15:01:19.313,0
L11004919,L11032103,L11032745,4,100,1,1,2019-07-30 15:04:11.820,0
L11004919,L11006142,L11032745,4,200,1,9,2019-07-30 15:09:21.280,0
L11001853,L11000048,L11032745,3,100,1,8,2019-07-25 10:23:23.070,0
L11001853,L11003834,L11032745,3,400,1,1,2019-07-25 05:29:32.623,0
L11001853,L11006307,L11032745,3,300,1,5,2019-07-24 18:11:59.063,0
L11001853,L11003691,L11032745,3,400,1,12,2019-07-24 18:07:37.527,0
L11001853,L11003140,L11032745,3,100,1,5,2019-07-24 17:58:45.543,0
L11001853,L11003339,L11032745,3,100,1,1,2019-07-25 05:40:20.580,0
L11001853,L11013729,L11032745,4,100,1,1,2019-07-24 17:55:48.070,0
L11001853,L41000013,L11032745,4,250,1,2,2019-07-24 11:53:19.760,0
L11001853,L11014015,L11032745,4,300,1,5,2019-07-24 18:18:52.070,0
L11001853,L11006340,L11032745,4,100,1,5,2019-07-25 05:34:20.083,0
L11004898,L11004919,L11032745,3,50,1,1,2019-07-23 07:00:52.647,0
L11004898,L11004846,L11032745,4,20,1,1,2019-07-23 06:46:05.220,0
L11004898,L11004885,L11032745,4,20,1,1,2019-07-23 06:48:39.667,0
L11004898,L11004842,L11032745,4,20,1,1,2019-07-23 06:52:04.690,0
L11004898,L11004820,L11032745,4,50,1,7,2019-07-23 06:57:57.670,0
L11000863,L11002072,L11032745,4,500,1,1,2019-07-24 16:40:20.577,0
L11004882,L11014930,L11032745,4,299,1,2,2019-07-24 16:58:49.120,0
L11014930,L11002072,L11032745,4,100,1,4,2019-07-24 16:20:56.120,0
L11014930,L11001956,L11032745,4,300,1,1,2019-07-26 16:12:17.057,0
L11006194,L11001865,L11032745,5,100,1,9,2019-07-24 16:38:40.130,0
L11017923,L11017045,L11032745,4,200,1,3,2019-07-11 16:41:27.103,0
L11017923,L21032656,L11032745,5,500,1,5,2019-07-11 16:36:48.150,0
L11017923,L11011149,L11032745,5,500,1,9,2019-07-11 16:43:24.073,0
L11017923,L11035488,L11032745,5,200,1,2,2019-07-11 16:50:08.190,0
L11017923,L11013324,L11032745,5,100,1,3,2019-07-12 18:36:32.827,0
L11017923,L11006068,L11032745,5,100,1,7,2019-07-12 18:38:22.850,0
L11017045,L11017923,L11032745,4,400,1,3,2019-07-12 18:50:00.810,0
L11017045,L11008589,L11032745,4,500,1,6,2019-07-12 18:33:06.733,0
L11017045,L21032656,L11032745,5,300,1,6,2019-07-12 18:43:40.727,0
L11017045,L11013324,L11032745,5,100,1,3,2019-07-12 18:50:49.740,0
L11017045,L11005878,L11032745,5,500,1,1,2019-07-12 18:34:23.733,0
L11017045,L11010513,L11032745,5,500,1,3,2019-07-12 18:36:10.810,0
L11017045,L11001002,L11032745,5,900,1,6,2019-07-12 18:48:18.823,0
L11017045,L11015819,L11032745,5,300,1,4,2019-07-21 12:44:55.830,0
L11008589,L11017045,L11032745,4,500,1,6,2019-07-12 18:48:51.817,0
L11008589,L21032656,L11032745,5,500,1,5,2019-07-12 18:53:06.743,0
L11008589,L11013324,L11032745,5,500,1,8,2019-07-12 18:51:39.740,0
L11008589,L11005878,L11032745,5,500,1,7,2019-07-12 18:45:53.760,0
L11005806,L11005845,L11032745,4,100,1,3,2019-07-18 09:33:13.267,0
L11006340,L11014015,L11032745,4,100,1,3,2019-07-29 11:01:54.130,0
L11006340,L11006414,L11032745,5,500,1,1,2019-07-29 11:05:53.613,0
L11002400,L11000269,L11032745,4,100,1,2,2019-07-25 11:24:35.477,0
L11002400,L11000157,L11032745,4,200,1,4,2019-07-26 16:22:17.493,0
L11001956,L11014930,L11032745,4,500,1,1,2019-07-25 12:10:44.423,0
L11005878,L21032656,L11032745,5,200,1,7,2019-07-18 10:49:28.223,0
L11005878,L11006068,L11032745,5,300,1,1,2019-07-12 18:53:36.720,0
L11005878,L11001002,L11032745,5,500,1,3,2019-07-13 06:10:49.333,0
L11005878,L11005386,L11032745,6,200,1,8,2019-07-13 06:12:28.370,0
L11005878,L11012579,L11032745,6,300,1,11,2019-07-13 06:13:51.403,0
L11005878,L11012401,L11032745,6,100,1,8,2019-07-15 08:54:11.033,0
L11005878,L11005881,L11032745,6,300,1,3,2019-07-18 10:45:51.170,0
L11012579,L11005881,L11032745,6,300,1,8,2019-07-15 12:29:57.890,0
L11005881,L11005386,L11032745,6,250,1,7,2019-07-13 12:55:14.100,0
L11005881,L11012579,L11032745,6,200,1,8,2019-07-15 12:26:56.887,0
